timestamp,ueImsiComplete,DRB.PdcpSduDelayDl (cellAverageLatency),m_pDCPBytesUL (0),m_pDCPBytesDL (cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID (txBytes),Tot.PdcpSduNbrDl.UEID (txDlPackets),DRB.PdcpSduBitRateDl.UEID (pdcpThroughput),DRB.PdcpSduDelayDl.UEID (pdcpLatency),QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1732181314122,2,0,8,7,6,5,4,3,2,1
1732181314222,2,0,8,7,6,5,4,3,2,1
1732181314322,2,0,8,7,6,5,4,3,2,1
1732181314422,2,0,8,7,6,5,4,3,2,1
1732181314522,2,0,8,7,6,5,4,3,2,1
1732181314622,2,0,8,7,6,5,4,3,2,1
1732181314722,2,0,8,7,6,5,4,3,2,1
1732181314822,2,0,8,7,6,5,4,3,2,1
1732181314922,2,0,8,7,6,5,4,3,2,1
1732181315022,2,0,8,7,6,5,4,3,2,1
1732181315122,2,0,8,7,6,5,4,3,2,1
1732181315222,2,0,8,7,6,5,4,3,2,1
1732181315322,2,0,8,7,6,5,4,3,2,1
1732181315422,2,0,8,7,6,5,4,3,2,1
1732181315522,2,0,8,7,6,5,4,3,2,1
1732181315622,2,0,8,7,6,5,4,3,2,1
1732181315722,2,0,8,7,6,5,4,3,2,1
1732181315822,2,0,8,7,6,5,4,3,2,1
1732181315922,2,0,8,7,6,5,4,3,2,1
1732181316022,2,0,8,7,6,5,4,3,2,1
1732181316122,2,0,8,7,6,5,4,3,2,1
1732181316222,2,0,8,7,6,5,4,3,2,1
1732181316322,2,0,8,7,6,5,4,3,2,1
1732181316422,2,0,8,7,6,5,4,3,2,1
1732181316522,2,0,8,7,6,5,4,3,2,1
1732181316622,2,0,8,7,6,5,4,3,2,1
1732181316722,2,0,8,7,6,5,4,3,2,1
1732181316822,2,0,8,7,6,5,4,3,2,1
1732181316922,2,0,8,7,6,5,4,3,2,1
1732181317022,2,0,8,7,6,5,4,3,2,1
1732181317122,2,0,8,7,6,5,4,3,2,1
1732181317222,2,0,8,7,6,5,4,3,2,1
1732181317322,2,0,8,7,6,5,4,3,2,1
1732181317422,2,0,8,7,6,5,4,3,2,1
1732181317522,2,0,8,7,6,5,4,3,2,1
1732181317622,2,0,8,7,6,5,4,3,2,1
1732181317722,2,0,8,7,6,5,4,3,2,1
1732181317822,2,0,8,7,6,5,4,3,2,1
1732181317922,2,0,8,7,6,5,4,3,2,1
1732181318022,2,0,8,7,6,5,4,3,2,1
1732181318122,2,0,8,7,6,5,4,3,2,1
1732181318222,2,0,8,7,6,5,4,3,2,1
1732181318322,2,0,8,7,6,5,4,3,2,1
1732181318422,2,0,8,7,6,5,4,3,2,1
1732181318522,2,0,8,7,6,5,4,3,2,1
1732181318622,2,0,8,7,6,5,4,3,2,1
1732181318722,2,0,8,7,6,5,4,3,2,1
1732181318822,2,0,8,7,6,5,4,3,2,1
1732181318922,2,0,8,7,6,5,4,3,2,1
1732181319022,2,0,8,7,6,5,4,3,2,1
1732181319122,2,0,8,7,6,5,4,3,2,1
1732181319222,2,0,8,7,6,5,4,3,2,1
1732181319322,2,0,8,7,6,5,4,3,2,1
1732181319422,2,0,8,7,6,5,4,3,2,1
1732181319522,2,0,8,7,6,5,4,3,2,1
1732181319622,2,0,8,7,6,5,4,3,2,1
1732181319722,2,0,8,7,6,5,4,3,2,1
1732181319822,2,0,8,7,6,5,4,3,2,1
1732181319922,2,0,8,7,6,5,4,3,2,1
1732181320022,2,0,8,7,6,5,4,3,2,1
1732181320122,2,0,8,7,6,5,4,3,2,1
1732181320222,2,0,8,7,6,5,4,3,2,1
1732181320322,2,0,8,7,6,5,4,3,2,1
1732181320422,2,0,8,7,6,5,4,3,2,1
1732181320522,2,0,8,7,6,5,4,3,2,1
1732181320622,2,0,8,7,6,5,4,3,2,1
1732181320722,2,0,8,7,6,5,4,3,2,1
1732181320822,2,0,8,7,6,5,4,3,2,1
1732181320922,2,0,8,7,6,5,4,3,2,1
1732181321022,2,0,8,7,6,5,4,3,2,1
1732181321122,2,0,8,7,6,5,4,3,2,1
1732181321222,2,0,8,7,6,5,4,3,2,1
1732181321322,2,0,8,7,6,5,4,3,2,1
1732181321422,2,0,8,7,6,5,4,3,2,1
1732181321522,2,0,8,7,6,5,4,3,2,1
1732181321622,2,0,8,7,6,5,4,3,2,1
1732181321722,2,0,8,7,6,5,4,3,2,1
1732181321822,2,0,8,7,6,5,4,3,2,1
1732181321922,2,0,8,7,6,5,4,3,2,1
1732181322022,2,0,8,7,6,5,4,3,2,1
1732181322122,2,0,8,7,6,5,4,3,2,1
1732181322222,2,0,8,7,6,5,4,3,2,1
1732181322322,2,0,8,7,6,5,4,3,2,1
1732181322422,2,0,8,7,6,5,4,3,2,1
1732181322522,2,0,8,7,6,5,4,3,2,1
1732181322622,2,0,8,7,6,5,4,3,2,1
1732181322722,2,0,8,7,6,5,4,3,2,1
1732181322822,2,0,8,7,6,5,4,3,2,1
1732181322922,2,0,8,7,6,5,4,3,2,1
1732181323022,2,0,8,7,6,5,4,3,2,1
1732181323122,2,0,8,7,6,5,4,3,2,1
1732181323222,2,0,8,7,6,5,4,3,2,1
1732181323322,2,0,8,7,6,5,4,3,2,1
1732181323422,2,0,8,7,6,5,4,3,2,1
1732181323522,2,0,8,7,6,5,4,3,2,1
1732181323622,2,0,8,7,6,5,4,3,2,1
1732181323722,2,0,8,7,6,5,4,3,2,1
1732181323822,2,0,8,7,6,5,4,3,2,1
1732181323922,2,0,8,7,6,5,4,3,2,1
1732181324022,2,0,8,7,6,5,4,3,2,1
1732181324122,2,0,8,7,6,5,4,3,2,1
1732181324222,2,0,8,7,6,5,4,3,2,1
1732181324322,2,0,8,7,6,5,4,3,2,1
1732181324422,2,0,8,7,6,5,4,3,2,1
1732181324522,2,0,8,7,6,5,4,3,2,1
1732181324622,2,0,8,7,6,5,4,3,2,1
1732181324722,2,0,8,7,6,5,4,3,2,1
1732181324822,2,0,8,7,6,5,4,3,2,1
1732181324922,2,0,8,7,6,5,4,3,2,1
1732181325022,2,0,8,7,6,5,4,3,2,1
1732181325122,2,0,8,7,6,5,4,3,2,1
1732181325222,2,0,8,7,6,5,4,3,2,1
1732181325322,2,0,8,7,6,5,4,3,2,1
1732181325422,2,0,8,7,6,5,4,3,2,1
1732181325522,2,0,8,7,6,5,4,3,2,1
1732181325622,2,0,8,7,6,5,4,3,2,1
1732181325722,2,0,8,7,6,5,4,3,2,1
1732181325822,2,0,8,7,6,5,4,3,2,1
1732181325922,2,0,8,7,6,5,4,3,2,1
1732181326022,2,0,8,7,6,5,4,3,2,1
1732181326122,2,0,8,7,6,5,4,3,2,1
1732181326222,2,0,8,7,6,5,4,3,2,1
1732181326322,2,0,8,7,6,5,4,3,2,1
1732181326422,2,0,8,7,6,5,4,3,2,1
1732181326522,2,0,8,7,6,5,4,3,2,1
1732181326622,2,0,8,7,6,5,4,3,2,1
1732181326722,2,0,8,7,6,5,4,3,2,1
1732181326822,2,0,8,7,6,5,4,3,2,1
1732181326922,2,0,8,7,6,5,4,3,2,1
1732181327022,2,0,8,7,6,5,4,3,2,1
1732181327122,2,0,8,7,6,5,4,3,2,1
1732181327222,2,0,8,7,6,5,4,3,2,1
1732181327322,2,0,8,7,6,5,4,3,2,1
1732181327422,2,0,8,7,6,5,4,3,2,1
1732181327522,2,0,8,7,6,5,4,3,2,1
1732181327622,2,0,8,7,6,5,4,3,2,1
1732181327722,2,0,8,7,6,5,4,3,2,1
1732181327822,2,0,8,7,6,5,4,3,2,1
1732181327922,2,0,8,7,6,5,4,3,2,1
1732181328022,2,0,8,7,6,5,4,3,2,1
1732181328122,2,0,8,7,6,5,4,3,2,1
1732181328222,2,0,8,7,6,5,4,3,2,1
1732181328322,2,0,8,7,6,5,4,3,2,1
1732181328422,2,0,8,7,6,5,4,3,2,1
1732181328522,2,0,8,7,6,5,4,3,2,1
1732181328622,2,0,8,7,6,5,4,3,2,1
1732181328722,2,0,8,7,6,5,4,3,2,1
1732181328822,2,0,8,7,6,5,4,3,2,1
1732181328922,2,0,8,7,6,5,4,3,2,1
1732181329022,2,0,8,7,6,5,4,3,2,1
1732181329122,2,0,8,7,6,5,4,3,2,1
1732181329222,2,0,8,7,6,5,4,3,2,1
1732181329322,2,0,8,7,6,5,4,3,2,1
1732181329422,2,0,8,7,6,5,4,3,2,1
1732181329522,2,0,8,7,6,5,4,3,2,1
1732181329622,2,0,8,7,6,5,4,3,2,1
1732181329722,2,0,8,7,6,5,4,3,2,1
1732181329822,2,0,8,7,6,5,4,3,2,1
1732181329922,2,0,8,7,6,5,4,3,2,1
1732181330022,2,0,8,7,6,5,4,3,2,1
1732181330122,2,0,8,7,6,5,4,3,2,1
1732181330222,2,0,8,7,6,5,4,3,2,1
1732181330322,2,0,8,7,6,5,4,3,2,1
1732181330422,2,0,8,7,6,5,4,3,2,1
1732181330522,2,0,8,7,6,5,4,3,2,1
1732181330622,2,0,8,7,6,5,4,3,2,1
1732181330722,2,0,8,7,6,5,4,3,2,1
1732181330822,2,0,8,7,6,5,4,3,2,1
1732181330922,2,0,8,7,6,5,4,3,2,1
1732181331022,2,0,8,7,6,5,4,3,2,1
1732181331122,2,0,8,7,6,5,4,3,2,1
1732181331222,2,0,8,7,6,5,4,3,2,1
1732181331322,2,0,8,7,6,5,4,3,2,1
1732181331422,2,0,8,7,6,5,4,3,2,1
1732181331522,2,0,8,7,6,5,4,3,2,1
1732181331622,2,0,8,7,6,5,4,3,2,1
1732181331722,2,0,8,7,6,5,4,3,2,1
1732181331822,2,0,8,7,6,5,4,3,2,1
1732181331922,2,0,8,7,6,5,4,3,2,1
1732181332022,2,0,8,7,6,5,4,3,2,1
1732181332122,2,0,8,7,6,5,4,3,2,1
1732181332222,2,0,8,7,6,5,4,3,2,1
1732181332322,2,0,8,7,6,5,4,3,2,1
1732181332422,2,0,8,7,6,5,4,3,2,1
1732181332522,2,0,8,7,6,5,4,3,2,1
1732181332622,2,0,8,7,6,5,4,3,2,1
1732181332722,2,0,8,7,6,5,4,3,2,1
1732181332822,2,0,8,7,6,5,4,3,2,1
1732181332922,2,0,8,7,6,5,4,3,2,1
1732181333022,2,0,8,7,6,5,4,3,2,1
1732181333122,2,0,8,7,6,5,4,3,2,1
1732181333222,2,0,8,7,6,5,4,3,2,1
1732181333322,2,0,8,7,6,5,4,3,2,1
1732181333422,2,0,8,7,6,5,4,3,2,1
1732181333522,2,0,8,7,6,5,4,3,2,1
1732181333622,2,0,8,7,6,5,4,3,2,1
1732181333722,2,0,8,7,6,5,4,3,2,1
1732181333822,2,0,8,7,6,5,4,3,2,1
