timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1732181314122,2,1,0,0,3,2,110,0,4,104,0,2,100,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181314222,2,1,0,0,3,2,109,0,4,105,0,5,96,0,2,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181314322,2,1,0,0,3,2,111,0,4,105,0,5,99,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181314422,2,1,0,0,3,2,112,0,2,103,0,4,102,0,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181314522,2,1,0,0,3,2,112,0,4,110,0,5,101,0,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181314622,2,1,0,0,3,2,111,0,4,102,0,2,98,0,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181314722,2,1,0,0,3,2,110,0,4,106,0,2,99,0,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181314822,2,1,0,0,3,2,111,0,4,104,0,2,97,0,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181314922,2,1,0,0,3,2,109,0,4,101,0,2,97,0,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181315022,2,1,0,0,3,2,109,0,4,97,0,2,97,0,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732181315122,2,1,0,0,3,2,116,0,5,98,0,2,98,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
